Employee ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Latitude,Longitude
00-16912445,Joseph,Brooks,Female,California,San Francisco,PhD,18/12/2000,01/12/2015,11/05/2022,Customer Service,Help Desk Technician,80436.1,Good,37.7749,-122.4194
00-48878037,Thomas,Terry,Male,California,San Diego,Bachelor,16/08/1971,05/03/2021,13/11/2022,Customer Service,Help Desk Technician,116619.76,Needs Improvement,32.7157,-117.1611
00-42431718,Dominic,Lopez,Female,North Carolina,Greensboro,High School,01/04/1971,09/03/2025,26/04/2022,Operations,Operations Analyst,105351.04,Good,36.0726,-79.792
00-11742628,John,Carter,Female,New York,Rochester,High School,28/10/2001,29/06/2022,24/12/2023,IT,Software Engineer,85199.94,Good,43.1566,-77.6088
00-25353343,Emily,Rodriguez,Female,New York,New York City,PhD,20/02/1988,12/02/2022,07/09/2022,Marketing,Marketing Coordinator,45499.24,Needs Improvement,40.7128,-74.006
00-51835323,Cheryl,Mendoza,Female,North Carolina,Charlotte,Master,26/12/1997,07/06/2019,20/12/2020,Operations,Operations Analyst,82996.07,Satisfactory,35.2271,-80.8431
00-72970948,John,Garrett,Female,Texas,Houston,PhD,16/08/1989,06/07/2017,01/02/2025,IT,Network Analyst,115046.21,Satisfactory,29.7604,-95.3698
00-20344460,William,Williamson,Male,North Carolina,Greensboro,PhD,28/11/1968,23/04/2022,02/09/2023,Customer Service,Customer Support Specialist,110218.36,Needs Improvement,36.0726,-79.792
00-64391753,Kelly,Hall,Female,California,San Francisco,Bachelor,10/04/1993,01/08/2024,,IT,Network Analyst,54464.9,Excellent,37.7749,-122.4194
00-68914405,Anthony,Sullivan,Female,North Carolina,Greensboro,Bachelor,26/11/2001,11/12/2017,10/02/2025,Finance,Accountant,48526.47,Excellent,36.0726,-79.792
00-49158064,Hannah,Valencia,Female,Texas,Houston,Bachelor,28/02/1993,03/06/2019,,HR,Recruiter,73773.08,Satisfactory,29.7604,-95.3698
00-37379825,Alexis,Adams,Female,California,San Diego,Bachelor,13/01/1968,01/09/2019,26/01/2024,Marketing,SEO Specialist,102757.53,Needs Improvement,32.7157,-117.1611
00-61581987,Jeffrey,Romero,Female,Texas,Dallas,Master,22/09/1977,27/03/2018,29/06/2024,Finance,Accounts Payable Specialist,42477.05,Satisfactory,32.7767,-96.797
00-77250299,Christopher,Schneider,Male,California,San Francisco,High School,02/11/1988,09/04/2024,09/03/2021,Operations,Operations Analyst,110371.47,Excellent,37.7749,-122.4194
00-62291654,William,Christensen,Female,New York,New York City,Master,18/06/1975,28/04/2020,28/06/2024,Operations,Operations Analyst,96253.79,Satisfactory,40.7128,-74.006
00-87727694,Karen,Moore,Male,New York,Rochester,High School,13/02/1979,17/02/2021,19/02/2022,IT,System Administrator,46564.54,Needs Improvement,43.1566,-77.6088
00-96614644,Jay,Bryant,Male,New York,Rochester,High School,19/08/1997,19/07/2016,,Finance,Accountant,57696.45,Good,43.1566,-77.6088
00-26598562,Ryan,Potts,Female,North Carolina,Charlotte,Master,29/10/1996,02/04/2024,14/09/2020,Customer Service,Help Desk Technician,49067.91,Good,35.2271,-80.8431
00-64233431,David,Roberts,Male,Texas,Dallas,PhD,06/04/1999,17/11/2018,,IT,Network Analyst,82659.6,Excellent,32.7767,-96.797
00-26340758,William,Smith,Female,Texas,Austin,PhD,22/02/1980,28/10/2015,,Customer Service,Help Desk Technician,72249.19,Good,30.2672,-97.7431
00-24055995,Lisa,Davis,Female,North Carolina,Charlotte,PhD,28/11/1981,16/04/2023,,Marketing,Content Strategist,59075.13,Excellent,35.2271,-80.8431
00-22817767,Ariel,Day,Male,Texas,Dallas,High School,29/12/1979,09/01/2016,,Marketing,SEO Specialist,117747.73,Satisfactory,32.7767,-96.797
00-85064059,Kimberly,Nunez,Male,California,San Francisco,Master,28/09/1968,11/04/2025,,HR,HR Specialist,95412.17,Good,37.7749,-122.4194
00-92235269,Chelsea,Martinez,Female,North Carolina,Charlotte,High School,22/07/1997,02/02/2025,,Finance,Accountant,114890.51,Good,35.2271,-80.8431
00-74309377,Jason,Horton,Female,New York,Buffalo,Bachelor,20/08/1978,30/01/2022,,Customer Service,Help Desk Technician,82394.01,Good,42.8864,-78.8784
00-37689565,Catherine,Cruz,Male,North Carolina,Raleigh,High School,10/08/1999,23/12/2016,17/10/2022,Operations,Logistics Coordinator,98915.5,Satisfactory,35.7796,-78.6382
00-23847706,Angela,Gilmore,Female,California,San Francisco,High School,14/01/1998,30/12/2020,16/01/2022,Customer Service,Help Desk Technician,96674.5,Satisfactory,37.7749,-122.4194
00-36515503,Barbara,Green,Male,North Carolina,Charlotte,PhD,09/11/1970,04/06/2017,17/10/2023,HR,Training Coordinator,106349.14,Satisfactory,35.2271,-80.8431
00-18567242,Amanda,Flores,Female,New York,New York City,High School,22/03/2001,16/02/2016,30/09/2023,IT,Network Analyst,51383.2,Good,40.7128,-74.006
00-19503149,Michelle,Austin,Female,Texas,Houston,Bachelor,14/10/1980,16/04/2023,18/03/2021,Finance,Accounts Payable Specialist,92993.08,Good,29.7604,-95.3698
00-29468141,Laura,Higgins,Female,North Carolina,Greensboro,Bachelor,27/12/1985,22/07/2020,21/08/2023,Marketing,SEO Specialist,87880.09,Needs Improvement,36.0726,-79.792
00-37364199,Donald,Stewart,Male,North Carolina,Raleigh,Master,28/09/1975,13/04/2025,27/02/2023,Customer Service,Customer Support Specialist,99395.53,Good,35.7796,-78.6382
00-83703691,Erin,Richards,Female,California,San Diego,Bachelor,29/04/1966,22/04/2020,12/04/2021,Operations,Operations Analyst,41689.99,Good,32.7157,-117.1611
00-17959048,Sandra,Schneider,Female,Texas,Houston,Bachelor,01/03/1995,26/06/2021,06/09/2021,Marketing,Content Strategist,60465.46,Good,29.7604,-95.3698
00-49827214,Kelsey,Mcbride,Female,New York,Rochester,Bachelor,18/11/1997,17/02/2019,25/01/2022,Finance,Accounts Payable Specialist,100576.2,Good,43.1566,-77.6088
00-22543538,Jordan,Bennett,Female,California,San Francisco,PhD,17/07/1973,24/04/2020,18/02/2023,Marketing,SEO Specialist,112681.13,Excellent,37.7749,-122.4194
00-32960108,Gary,Jacobs,Female,New York,Buffalo,High School,07/06/1968,08/11/2016,06/09/2023,IT,Network Analyst,97229.09,Excellent,42.8864,-78.8784
00-95258241,Jessica,Fowler,Female,California,San Francisco,Master,30/09/1984,26/03/2016,31/01/2021,Finance,Financial Analyst,80172.27,Satisfactory,37.7749,-122.4194
00-66202275,Michelle,Brooks,Female,Texas,Dallas,Master,09/11/1977,28/02/2024,14/06/2023,Marketing,SEO Specialist,72626.75,Excellent,32.7767,-96.797
00-85688412,Melanie,Wolf,Male,New York,New York City,PhD,18/11/1977,04/05/2017,21/03/2024,Marketing,Content Strategist,72366.9,Needs Improvement,40.7128,-74.006
00-74386928,Daniel,Day,Male,North Carolina,Charlotte,PhD,17/05/1969,31/10/2024,20/01/2025,Marketing,Content Strategist,86650.96,Good,35.2271,-80.8431
00-48651171,Tamara,Garcia,Male,Texas,Austin,Bachelor,09/03/1969,11/12/2019,,Operations,Inventory Specialist,102949.5,Needs Improvement,30.2672,-97.7431
00-85143890,Diana,Nguyen,Male,California,Los Angeles,PhD,14/12/1981,02/01/2018,,Operations,Operations Analyst,54514.43,Excellent,34.0522,-118.2437
00-80414473,Jerry,Frost,Female,North Carolina,Greensboro,PhD,20/05/1982,07/07/2022,,HR,Training Coordinator,51597.84,Satisfactory,36.0726,-79.792
00-81906529,Timothy,Vasquez,Male,Texas,Houston,Bachelor,27/07/1991,31/12/2019,,Marketing,SEO Specialist,55320.5,Excellent,29.7604,-95.3698
00-50791862,Jared,Roman,Male,North Carolina,Greensboro,Master,21/03/1994,15/07/2020,08/08/2024,IT,Software Engineer,58055.89,Satisfactory,36.0726,-79.792
00-83255619,Christopher,Stephens,Male,North Carolina,Raleigh,Master,14/09/1990,07/03/2022,,Operations,Operations Analyst,42277.67,Good,35.7796,-78.6382
00-81513747,Denise,Glenn,Female,New York,Rochester,PhD,26/01/1985,05/03/2021,27/07/2025,IT,System Administrator,80584.58,Excellent,43.1566,-77.6088
00-16421407,Michael,Martin,Female,New York,Buffalo,Master,26/01/1994,12/01/2021,01/11/2021,Operations,Logistics Coordinator,111800.26,Excellent,42.8864,-78.8784
00-86785332,Amanda,Howell,Male,North Carolina,Raleigh,Master,02/06/1995,12/02/2022,,Finance,Accountant,94135.44,Excellent,35.7796,-78.6382
00-25856639,Sergio,Martinez,Male,California,San Francisco,Bachelor,10/08/1971,21/12/2016,,Customer Service,Help Desk Technician,93608.63,Excellent,37.7749,-122.4194
00-31534137,Melissa,Cameron,Male,Texas,Dallas,Bachelor,09/09/2000,29/01/2019,02/12/2022,IT,System Administrator,68530.58,Satisfactory,32.7767,-96.797
00-56381574,David,Perry,Female,New York,New York City,PhD,03/09/1964,23/10/2023,01/12/2023,IT,Software Engineer,90099.65,Satisfactory,40.7128,-74.006
00-96913165,Jonathan,Vargas,Female,North Carolina,Greensboro,PhD,12/03/1976,03/10/2024,25/10/2022,IT,Software Engineer,72532.45,Excellent,36.0726,-79.792
00-94288502,Jonathan,Davis,Male,California,San Diego,PhD,29/05/1971,23/11/2015,28/06/2025,Operations,Logistics Coordinator,75366.49,Excellent,32.7157,-117.1611
00-97932304,Kevin,Wood,Female,North Carolina,Raleigh,High School,21/05/1987,31/05/2016,28/02/2022,Customer Service,Help Desk Technician,101309.86,Needs Improvement,35.7796,-78.6382
00-89000742,Samantha,Hawkins,Male,North Carolina,Raleigh,Master,05/11/1964,04/06/2025,03/09/2023,HR,Training Coordinator,69473.59,Excellent,35.7796,-78.6382
00-96632492,Catherine,Evans,Female,North Carolina,Greensboro,Master,06/12/1987,29/09/2016,20/12/2022,IT,Software Engineer,112998.23,Good,36.0726,-79.792
00-16588657,Andrew,Tucker,Male,Texas,Dallas,Master,26/02/1982,17/01/2016,16/04/2022,Customer Service,Customer Support Specialist,71810.27,Needs Improvement,32.7767,-96.797
00-34482716,Sonya,Walker,Female,New York,Buffalo,Bachelor,08/10/1979,18/01/2020,,Marketing,SEO Specialist,62789.24,Good,42.8864,-78.8784
00-38027993,Jeffrey,Simmons,Female,New York,Buffalo,Bachelor,17/02/1978,12/03/2025,21/09/2021,Operations,Inventory Specialist,87126.19,Needs Improvement,42.8864,-78.8784
00-88422877,Robert,Ellis,Female,Texas,Austin,Bachelor,18/10/1975,17/09/2022,21/01/2024,Operations,Logistics Coordinator,112663.19,Good,30.2672,-97.7431
00-35982493,Andrew,Terrell,Female,North Carolina,Raleigh,Bachelor,13/07/1974,19/09/2020,28/09/2022,HR,Training Coordinator,115169.94,Needs Improvement,35.7796,-78.6382
00-32464348,Kyle,Kerr,Female,North Carolina,Raleigh,Master,13/12/1996,13/10/2024,,Marketing,Content Strategist,67655.77,Needs Improvement,35.7796,-78.6382
00-91718431,Johnny,Fisher,Female,Texas,Houston,PhD,27/09/1968,22/10/2017,,Customer Service,Help Desk Technician,116644.46,Satisfactory,29.7604,-95.3698
00-54281940,Patrick,Webb,Female,New York,New York City,PhD,23/01/1989,22/04/2025,23/11/2020,Marketing,Content Strategist,97382.63,Needs Improvement,40.7128,-74.006
00-27845153,George,Turner,Female,California,San Francisco,Bachelor,09/09/1989,02/04/2020,02/10/2024,IT,Network Analyst,92846.8,Excellent,37.7749,-122.4194
00-32815715,James,Murillo,Male,Texas,Houston,High School,20/09/1996,03/01/2021,28/01/2023,Marketing,Marketing Coordinator,59834.18,Excellent,29.7604,-95.3698
00-18168361,Christie,Garrett,Male,New York,Buffalo,PhD,05/04/1984,26/09/2015,,Marketing,Content Strategist,73170.02,Needs Improvement,42.8864,-78.8784
00-72739919,Diane,Taylor,Female,California,San Diego,High School,17/06/1991,31/07/2020,27/06/2022,Marketing,SEO Specialist,102053.72,Excellent,32.7157,-117.1611
00-99801090,Craig,Sanford,Female,Texas,Austin,High School,02/02/1968,14/07/2020,28/10/2022,Finance,Financial Analyst,59934.49,Good,30.2672,-97.7431
00-55808954,Susan,Page,Female,New York,Buffalo,High School,15/08/1968,06/10/2017,29/06/2022,Operations,Logistics Coordinator,94008.4,Needs Improvement,42.8864,-78.8784
00-91452287,Vanessa,Shepherd,Female,New York,Buffalo,PhD,28/07/1980,05/11/2023,,HR,Recruiter,71896.13,Needs Improvement,42.8864,-78.8784
00-83986848,Leah,Shah,Female,Texas,Dallas,PhD,26/05/1995,21/02/2020,29/08/2023,HR,HR Specialist,75357.72,Needs Improvement,32.7767,-96.797
00-21525753,Tyler,Green,Female,California,San Diego,PhD,16/01/1998,15/11/2019,,Marketing,Marketing Coordinator,104308.32,Excellent,32.7157,-117.1611
00-78466223,Steven,Rosario,Female,Texas,Dallas,Bachelor,30/04/1967,05/09/2017,05/02/2022,Customer Service,Customer Support Specialist,118145.44,Satisfactory,32.7767,-96.797
00-30652034,Christine,Brown,Female,North Carolina,Charlotte,High School,04/10/1982,31/08/2015,,IT,Software Engineer,99236.04,Needs Improvement,35.2271,-80.8431
00-18257444,Todd,Norton,Male,Texas,Houston,Bachelor,09/07/1993,20/12/2021,25/09/2023,Marketing,SEO Specialist,72537.0,Needs Improvement,29.7604,-95.3698
00-25260858,Robert,Robinson,Male,California,Los Angeles,Master,19/02/1995,02/05/2020,31/10/2021,Finance,Accounts Payable Specialist,70818.8,Needs Improvement,34.0522,-118.2437
00-29111036,Edward,Gibbs,Female,California,San Diego,Master,15/04/1994,24/09/2021,21/02/2024,Marketing,SEO Specialist,103697.15,Needs Improvement,32.7157,-117.1611
00-15827736,Matthew,Anderson,Male,New York,New York City,High School,20/09/1975,11/04/2019,07/12/2024,Finance,Accountant,64782.24,Good,40.7128,-74.006
00-80643652,Veronica,Mcdowell,Male,California,San Diego,Master,02/11/1988,29/06/2021,29/08/2020,HR,Training Coordinator,47087.84,Needs Improvement,32.7157,-117.1611
00-98895753,Shaun,Doyle,Female,North Carolina,Greensboro,PhD,05/01/1987,08/09/2022,26/11/2020,Operations,Logistics Coordinator,68880.12,Satisfactory,36.0726,-79.792
00-33473649,Kevin,Steele,Male,Texas,Houston,PhD,06/05/1993,12/05/2019,27/04/2023,Marketing,Marketing Coordinator,118043.09,Good,29.7604,-95.3698
00-70918802,Yolanda,Russell,Female,New York,Rochester,Bachelor,27/01/2002,06/11/2022,30/07/2024,Operations,Inventory Specialist,77451.23,Good,43.1566,-77.6088
00-99902924,Julie,Wilson,Female,California,San Francisco,PhD,11/06/1974,23/09/2024,14/12/2023,Operations,Operations Analyst,43349.87,Good,37.7749,-122.4194
00-76682754,Meredith,Miller,Female,California,San Francisco,PhD,10/08/1986,25/11/2020,17/08/2022,Marketing,Marketing Coordinator,44284.19,Satisfactory,37.7749,-122.4194
00-37920021,Lisa,Ortiz,Female,New York,Rochester,PhD,06/11/1994,19/10/2021,,IT,System Administrator,79523.95,Good,43.1566,-77.6088
00-87266907,Danielle,Rogers,Female,California,San Francisco,Master,13/01/1966,31/01/2021,15/01/2025,Finance,Accountant,68680.9,Needs Improvement,37.7749,-122.4194
00-35029421,Charles,Wu,Male,California,San Diego,Master,26/05/1985,04/01/2020,17/07/2021,Customer Service,Customer Support Specialist,94676.35,Satisfactory,32.7157,-117.1611
00-85033863,William,Randolph,Female,New York,Rochester,Master,28/12/1977,02/07/2017,10/11/2021,Customer Service,Help Desk Technician,105374.54,Good,43.1566,-77.6088
00-99192728,Peter,Lane,Female,New York,Rochester,PhD,28/02/1994,27/01/2016,12/02/2021,Customer Service,Help Desk Technician,43694.02,Good,43.1566,-77.6088
00-71291385,Kevin,Simmons,Female,Texas,Dallas,PhD,20/09/1983,29/01/2020,09/01/2021,Finance,Financial Analyst,99491.59,Good,32.7767,-96.797
00-86033748,Brian,Weber,Male,California,San Diego,Master,16/10/2002,08/04/2021,,HR,Recruiter,62835.58,Satisfactory,32.7157,-117.1611
00-49152895,Anthony,Escobar,Female,California,San Francisco,High School,23/04/1966,01/11/2022,,Finance,Accountant,98799.91,Satisfactory,37.7749,-122.4194
00-53461710,Robert,Smith,Female,North Carolina,Greensboro,Master,02/03/1977,06/11/2015,02/04/2022,HR,Training Coordinator,83102.51,Good,36.0726,-79.792
00-59421780,Harold,Yoder,Female,Texas,Dallas,Master,02/01/1996,21/11/2016,09/04/2022,Marketing,SEO Specialist,51368.37,Excellent,32.7767,-96.797
00-56743378,Michael,Taylor,Female,North Carolina,Greensboro,Bachelor,12/05/1984,16/10/2021,13/12/2024,IT,Software Engineer,114440.92,Good,36.0726,-79.792
00-36005206,Christopher,Torres,Female,North Carolina,Raleigh,Bachelor,09/03/2000,05/05/2021,,HR,Training Coordinator,49761.92,Satisfactory,35.7796,-78.6382
00-75901469,Shane,Becker,Male,Texas,Dallas,High School,28/07/2000,05/02/2019,,Finance,Financial Analyst,91088.18,Good,32.7767,-96.797
00-25001487,Timothy,Frank,Female,New York,Rochester,PhD,25/06/1965,06/08/2017,02/06/2022,HR,Training Coordinator,68008.21,Good,43.1566,-77.6088
00-24382565,Colleen,Watson,Female,North Carolina,Greensboro,Bachelor,06/11/1987,11/01/2020,30/12/2022,Marketing,SEO Specialist,87132.11,Needs Improvement,36.0726,-79.792
00-23454589,Hannah,Mack,Female,North Carolina,Charlotte,High School,07/07/1981,21/06/2024,30/07/2024,IT,Software Engineer,78458.37,Needs Improvement,35.2271,-80.8431
00-32982916,Jonathan,Hanson,Male,North Carolina,Greensboro,Master,05/12/1965,18/09/2015,,HR,Training Coordinator,106015.49,Satisfactory,36.0726,-79.792
00-16765286,Miguel,Compton,Female,New York,New York City,Master,26/08/1983,11/12/2021,02/06/2022,Finance,Accountant,71092.44,Excellent,40.7128,-74.006
00-58396852,Jacqueline,Massey,Female,Texas,Houston,Master,27/10/1980,01/09/2024,05/01/2023,Finance,Accounts Payable Specialist,64780.04,Good,29.7604,-95.3698
00-29052368,Ann,Robinson,Female,New York,Buffalo,Master,07/10/1981,26/01/2024,26/03/2024,Marketing,Content Strategist,83500.36,Needs Improvement,42.8864,-78.8784
00-63225172,Dawn,Bean,Male,North Carolina,Greensboro,Bachelor,14/01/2001,22/12/2024,11/12/2021,Operations,Inventory Specialist,89648.17,Satisfactory,36.0726,-79.792
00-85666428,Raymond,Johnson,Female,New York,New York City,Bachelor,10/05/1998,03/07/2025,30/03/2022,Operations,Logistics Coordinator,118568.6,Satisfactory,40.7128,-74.006
00-73169636,Eric,Robinson,Male,New York,New York City,High School,03/01/1971,19/05/2022,23/02/2021,Finance,Financial Analyst,83065.27,Satisfactory,40.7128,-74.006
00-36191673,David,Baker,Male,North Carolina,Charlotte,PhD,08/12/1964,16/10/2024,,IT,Network Analyst,69262.08,Good,35.2271,-80.8431
00-36450214,George,Sharp,Female,Texas,Houston,Bachelor,13/05/1971,29/03/2023,16/11/2021,Customer Service,Help Desk Technician,43137.32,Satisfactory,29.7604,-95.3698
00-74641902,Kyle,Tran,Male,California,San Diego,Bachelor,08/01/1982,06/07/2018,12/12/2024,Operations,Inventory Specialist,112014.34,Good,32.7157,-117.1611
00-15599291,Amanda,Walters,Male,North Carolina,Charlotte,PhD,01/01/2000,30/04/2021,,Marketing,Content Strategist,67354.4,Satisfactory,35.2271,-80.8431
00-49761190,Carrie,Brown,Male,California,San Diego,PhD,26/03/1978,12/12/2015,06/09/2021,Marketing,Content Strategist,93280.16,Excellent,32.7157,-117.1611
00-44704754,Joel,Chavez,Male,New York,New York City,PhD,13/09/1996,25/11/2016,07/03/2025,Finance,Accounts Payable Specialist,97769.29,Excellent,40.7128,-74.006
00-66498337,Rachel,Nguyen,Male,New York,Buffalo,High School,10/06/1977,22/02/2023,16/02/2021,HR,Training Coordinator,64869.29,Needs Improvement,42.8864,-78.8784
00-48653613,Edward,Garcia,Female,North Carolina,Raleigh,PhD,12/03/1969,13/11/2024,10/03/2024,Marketing,SEO Specialist,76009.62,Satisfactory,35.7796,-78.6382
00-39029452,Pamela,Rodriguez,Male,North Carolina,Charlotte,High School,17/09/2000,25/06/2023,,Finance,Financial Analyst,94739.71,Needs Improvement,35.2271,-80.8431
00-13163736,Taylor,Austin,Male,New York,Buffalo,Master,18/01/1996,29/11/2018,,Operations,Inventory Specialist,100550.99,Needs Improvement,42.8864,-78.8784
00-26132445,Shirley,Daniels,Female,California,San Francisco,Master,07/06/1995,18/06/2022,,Customer Service,Help Desk Technician,83165.14,Satisfactory,37.7749,-122.4194
00-19082330,Robert,Martin,Male,Texas,Dallas,High School,21/04/1981,26/12/2017,,Finance,Accounts Payable Specialist,83075.14,Excellent,32.7767,-96.797
00-60422084,Catherine,Weaver,Female,California,Los Angeles,Master,22/09/1974,02/12/2022,26/02/2022,HR,HR Specialist,50279.4,Satisfactory,34.0522,-118.2437
00-48731409,David,Riley,Male,New York,New York City,Bachelor,08/12/2002,26/04/2016,,Marketing,SEO Specialist,43330.92,Needs Improvement,40.7128,-74.006
